START OF NEW COLLECT
2023-7-1 7:43:42,27ppm
2023-7-1 7:43:43,50ppm
START OF NEW COLLECT
2023-7-1 7:43:46,98ppm
2023-7-1 7:43:48,162ppm
2023-7-1 7:43:49,254ppm
2023-7-1 7:43:50,361ppm
2023-7-1 7:43:51,453ppm
2023-7-1 7:43:52,500ppm
2023-7-1 7:43:53,503ppm
2023-7-1 7:43:54,479ppm
2023-7-1 7:43:55,459ppm
2023-7-1 7:43:56,444ppm
2023-7-1 7:43:57,431ppm
2023-7-1 7:43:58,419ppm
2023-7-1 7:43:59,406ppm
2023-7-1 7:44:0,394ppm
2023-7-1 7:44:1,381ppm
2023-7-1 7:44:2,368ppm
2023-7-1 7:44:3,355ppm
2023-7-1 7:44:4,342ppm
2023-7-1 7:44:5,329ppm
START OF NEW COLLECT
2023-7-1 7:44:8,299ppm
2023-7-1 7:44:9,289ppm
2023-7-1 7:44:10,279ppm
2023-7-1 7:44:11,269ppm
2023-7-1 7:44:12,261ppm
2023-7-1 7:44:13,253ppm
2023-7-1 7:44:14,245ppm
2023-7-1 7:44:15,238ppm
2023-7-1 7:44:16,232ppm
2023-7-1 7:44:17,226ppm
2023-7-1 7:44:18,220ppm
2023-7-1 7:44:19,215ppm
2023-7-1 7:44:20,210ppm
2023-7-1 7:44:21,205ppm
2023-7-1 7:44:22,201ppm
2023-7-1 7:44:23,197ppm
2023-7-1 7:44:24,193ppm
2023-7-1 7:44:25,190ppm
2023-7-1 7:44:26,186ppm
2023-7-1 7:44:27,183ppm
2023-7-1 7:44:28,180ppm
2023-7-1 7:44:29,177ppm
2023-7-1 7:44:30,174ppm
2023-7-1 7:44:31,171ppm
2023-7-1 7:44:32,169ppm
2023-7-1 7:44:33,166ppm
2023-7-1 7:44:34,164ppm
2023-7-1 7:44:35,162ppm
2023-7-1 7:44:36,160ppm
2023-7-1 7:44:37,158ppm
2023-7-1 7:44:38,155ppm
2023-7-1 7:44:39,154ppm
2023-7-1 7:44:40,152ppm
2023-7-1 7:44:41,150ppm
2023-7-1 7:44:42,149ppm
2023-7-1 7:44:43,147ppm
2023-7-1 7:44:44,146ppm
2023-7-1 7:44:45,144ppm
2023-7-1 7:44:46,143ppm
2023-7-1 7:44:47,142ppm
2023-7-1 7:44:49,140ppm
2023-7-1 7:44:50,139ppm
2023-7-1 7:44:51,138ppm
2023-7-1 7:44:52,137ppm
2023-7-1 7:44:53,135ppm
2023-7-1 7:44:54,134ppm
2023-7-1 7:44:55,133ppm
2023-7-1 7:44:56,132ppm
2023-7-1 7:44:57,131ppm
2023-7-1 7:44:58,130ppm
2023-7-1 7:44:59,129ppm
2023-7-1 7:45:0,128ppm
2023-7-1 7:45:1,127ppm
2023-7-1 7:45:2,126ppm
2023-7-1 7:45:3,125ppm
2023-7-1 7:45:4,125ppm
2023-7-1 7:45:5,124ppm
2023-7-1 7:45:6,123ppm
2023-7-1 7:45:7,122ppm
2023-7-1 7:45:8,122ppm
2023-7-1 7:45:9,121ppm
2023-7-1 7:45:10,120ppm
2023-7-1 7:45:11,120ppm
2023-7-1 7:45:12,119ppm
2023-7-1 7:45:13,118ppm
2023-7-1 7:45:14,118ppm
2023-7-1 7:45:15,117ppm
2023-7-1 7:45:16,117ppm
2023-7-1 7:45:17,116ppm
2023-7-1 7:45:18,115ppm
2023-7-1 7:45:19,115ppm
2023-7-1 7:45:20,114ppm
2023-7-1 7:45:21,114ppm
2023-7-1 7:45:22,113ppm
2023-7-1 7:45:23,113ppm
2023-7-1 7:45:24,112ppm
2023-7-1 7:45:25,112ppm
2023-7-1 7:45:26,112ppm
2023-7-1 7:45:27,111ppm
2023-7-1 7:45:28,111ppm
2023-7-1 7:45:29,110ppm
2023-7-1 7:45:30,110ppm
2023-7-1 7:45:31,110ppm
2023-7-1 7:45:33,109ppm
2023-7-1 7:45:34,109ppm
2023-7-1 7:45:35,108ppm
2023-7-1 7:45:36,108ppm
2023-7-1 7:45:37,107ppm
2023-7-1 7:45:38,107ppm
2023-7-1 7:45:39,106ppm
2023-7-1 7:45:40,106ppm
2023-7-1 7:45:41,106ppm
2023-7-1 7:45:42,105ppm
2023-7-1 7:45:43,105ppm
2023-7-1 7:45:44,105ppm
2023-7-1 7:45:45,104ppm
2023-7-1 7:45:46,104ppm
2023-7-1 7:45:47,104ppm
2023-7-1 7:45:48,103ppm
2023-7-1 7:45:49,103ppm
2023-7-1 7:45:50,102ppm
2023-7-1 7:45:51,102ppm
2023-7-1 7:45:52,102ppm
2023-7-1 7:45:53,102ppm
2023-7-1 7:45:54,101ppm
2023-7-1 7:45:55,101ppm
2023-7-1 7:45:56,101ppm
2023-7-1 7:45:57,100ppm
2023-7-1 7:45:58,100ppm
2023-7-1 7:45:59,100ppm
2023-7-1 7:46:0,99ppm
2023-7-1 7:46:1,99ppm
2023-7-1 7:46:2,99ppm
2023-7-1 7:46:3,98ppm
2023-7-1 7:46:4,98ppm
2023-7-1 7:46:5,98ppm
2023-7-1 7:46:6,98ppm
2023-7-1 7:46:7,97ppm
2023-7-1 7:46:8,97ppm
2023-7-1 7:46:9,97ppm
2023-7-1 7:46:10,97ppm
2023-7-1 7:46:11,97ppm
2023-7-1 7:46:12,96ppm
2023-7-1 7:46:13,96ppm
2023-7-1 7:46:14,96ppm
2023-7-1 7:46:16,96ppm
2023-7-1 7:46:17,95ppm
2023-7-1 7:46:18,95ppm
2023-7-1 7:46:19,95ppm
2023-7-1 7:46:20,95ppm
2023-7-1 7:46:21,95ppm
2023-7-1 7:46:22,95ppm
2023-7-1 7:46:23,94ppm
2023-7-1 7:46:24,94ppm
2023-7-1 7:46:25,94ppm
2023-7-1 7:46:26,94ppm
2023-7-1 7:46:27,94ppm
2023-7-1 7:46:28,93ppm
2023-7-1 7:46:29,93ppm
2023-7-1 7:46:30,93ppm
2023-7-1 7:46:31,93ppm
2023-7-1 7:46:32,93ppm
2023-7-1 7:46:33,93ppm
2023-7-1 7:46:34,92ppm
2023-7-1 7:46:35,92ppm
2023-7-1 7:46:36,92ppm
2023-7-1 7:46:37,92ppm
2023-7-1 7:46:38,92ppm
2023-7-1 7:46:39,92ppm
2023-7-1 7:46:40,91ppm
2023-7-1 7:46:41,91ppm
2023-7-1 7:46:42,91ppm
2023-7-1 7:46:43,91ppm
2023-7-1 7:46:44,91ppm
2023-7-1 7:46:45,91ppm
2023-7-1 7:46:46,90ppm
2023-7-1 7:46:47,90ppm
2023-7-1 7:46:48,90ppm
2023-7-1 7:46:49,90ppm
2023-7-1 7:46:50,90ppm
2023-7-1 7:46:51,90ppm
2023-7-1 7:46:52,90ppm
2023-7-1 7:46:53,90ppm
2023-7-1 7:46:54,89ppm
2023-7-1 7:46:55,89ppm
2023-7-1 7:46:56,89ppm
2023-7-1 7:46:57,89ppm
2023-7-1 7:46:59,89ppm
2023-7-1 7:47:0,89ppm
2023-7-1 7:47:1,89ppm
