time, Longitude, Longitude, Speed(Kn), Angle(°), Altatude(m), date,13/7/24
14:32:3.0,43.6847,-112.2822,0.32,239.39,1516.90
14:32:4.984,43.6847,-112.2822,0.13,144.55,1516.30
14:32:7.0,43.6847,-112.2822,0.04,156.92,1515.20
14:32:8.984,43.6847,-112.2822,0.10,308.39,1514.60
14:32:11.0,43.6847,-112.2822,0.18,272.55,1514.50
14:32:14.0,43.6847,-112.2822,0.44,153.12,1514.20
14:32:16.0,43.6847,-112.2822,0.68,134.27,1514.60
14:32:19.0,43.6847,-112.2822,0.22,173.06,1515.90
14:32:20.984,43.6847,-112.2822,0.07,314.03,1516.50
14:32:24.0,43.6847,-112.2822,0.09,300.58,1516.30
14:32:26.0,43.6847,-112.2822,0.10,252.02,1516.00
14:32:28.984,43.6847,-112.2822,0.26,168.19,1515.70
14:32:31.0,43.6847,-112.2822,0.23,205.00,1513.20
14:32:32.984,43.6847,-112.2822,0.08,194.22,1511.80
14:32:36.0,43.6847,-112.2823,0.15,162.75,1511.40
14:32:38.0,43.6847,-112.2823,0.06,338.09,1511.40
14:32:40.984,43.6847,-112.2823,0.09,173.20,1511.40
14:32:43.0,43.6847,-112.2823,0.08,352.50,1511.40
14:32:44.984,43.6847,-112.2823,0.11,249.10,1511.40
14:32:47.0,43.6847,-112.2823,0.02,149.33,1511.40
14:32:50.0,43.6847,-112.2823,0.06,207.26,1511.40
14:32:52.0,43.6847,-112.2823,0.02,248.35,1511.40
14:32:54.0,43.6847,-112.2823,0.08,272.46,1511.40
14:32:56.0,43.6847,-112.2823,0.02,326.78,1511.40
14:32:58.0,43.6847,-112.2823,0.01,194.19,1511.40
14:33:0.0,43.6847,-112.2823,0.02,247.24,1511.40
14:33:3.0,43.6847,-112.2823,0.04,177.84,1511.40
14:33:4.984,43.6847,-112.2823,0.05,299.66,1511.40
14:33:7.0,43.6847,-112.2823,0.01,144.80,1511.40
14:33:8.984,43.6847,-112.2823,0.01,89.65,1511.40
14:33:11.0,43.6847,-112.2823,0.04,95.20,1511.40
14:33:14.0,43.6847,-112.2823,0.01,211.23,1511.40
14:33:16.0,43.6847,-112.2823,0.02,220.67,1511.40
14:33:19.0,43.6847,-112.2823,0.01,199.17,1511.40
14:33:20.984,43.6847,-112.2823,0.02,53.04,1511.40
14:33:23.0,43.6847,-112.2823,0.01,268.21,1511.40
14:33:24.984,43.6847,-112.2823,0.02,215.37,1511.40
14:33:27.0,43.6847,-112.2823,0.01,208.81,1511.40
14:33:30.0,43.6847,-112.2823,0.03,298.88,1511.40
14:33:32.0,43.6847,-112.2823,0.02,132.00,1511.40
