time, Longitude, Longitude, Speed(Kn), Angle(°), Altatude(m),,,,
9:56:27 AM,43.7952,-111.8795,19.76,254.12,26050,,,,
9:56:30 AM,43.7951,-111.8798,16.49,259.7,26064.9,,,,
9:56:32 AM,43.7951,-111.88,15.26,259.17,26076.1,,,,
9:56:35 AM,43.795,-111.8804,22.13,258.2,26093,,,,
9:56:37 AM,43.795,-111.8807,23.49,256.5,26102.6,,,,
9:56:39 AM,43.7949,-111.881,23.08,252.71,26111.4,,,,
9:56:41 AM,43.7949,-111.8812,21.26,258.3,26122.2,,,,
9:56:43 AM,43.7948,-111.8815,19.09,262.08,26134.2,,,,
9:56:46 AM,43.7948,-111.8818,15.84,272,26149.9,,,,
9:56:48 AM,43.7948,-111.882,15.8,270.96,26160.3,,,,
9:56:50 AM,43.7948,-111.8822,16.66,262.12,26172.1,,,,
9:56:52 AM,43.7948,-111.8824,17.16,253.49,26183.4,,,,
9:56:55 AM,43.7947,-111.8828,19.7,252.42,26197,,,,
9:56:57 AM,43.7947,-111.883,19.13,261.28,26207,,,,
9:56:59 AM,43.7947,-111.8832,17.68,282.95,26216.3,,,,
9:57:01 AM,43.7948,-111.8834,16.63,289.23,26226,,,,
9:57:03 AM,43.7948,-111.8836,16.48,278.16,26237.1,,,,
9:57:06 AM,43.7948,-111.8839,16.86,257.14,26253.5,,,,
9:57:08 AM,43.7947,-111.8841,16.81,249.48,26264.6,,,,
9:57:11 AM,43.7947,-111.8844,13.53,272.71,26281.2,,,,
9:57:13 AM,43.7947,-111.8846,14.51,280.29,26291.1,,,,
9:57:15 AM,43.7947,-111.8848,15.21,267.08,26302.4,,,,
9:57:17 AM,43.7947,-111.885,16.37,258.33,26313.4,,,,
9:57:20 AM,43.7946,-111.8853,18.05,249.71,26327.7,,,,
9:57:22 AM,43.7946,-111.8855,17.56,252.17,26338.6,,,,
9:57:25 AM,43.7946,-111.8858,17.32,275.96,26354.2,,,,
9:57:27 AM,43.7946,-111.8861,17.1,275.7,26364,,,,
9:57:29 AM,43.7946,-111.8863,18.8,262.48,26375.6,,,,
9:57:32 AM,43.7945,-111.8867,21.34,252.68,26390.4,,,,
9:57:34 AM,43.7945,-111.887,20.91,257.87,26401.2,,,,
9:57:37 AM,43.7945,-111.8874,21.35,277.52,26417.4,,,,
9:57:39 AM,43.7945,-111.8877,23.32,272.04,26428,,,,
9:57:42 AM,43.7945,-111.8881,23.73,264.71,26443.4,,,,
9:57:44 AM,43.7944,-111.8884,24.43,251.16,26452.8,,,,
9:57:47 AM,43.7943,-111.8889,24.18,251.44,26467.8,,,,
9:57:49 AM,43.7943,-111.8891,22.58,264.45,26479.1,,,,
9:57:51 AM,43.7943,-111.8895,23.79,271.9,26489.9,,,,
9:57:53 AM,43.7943,-111.8898,23.37,280.94,26499.3,,,,
9:57:55 AM,43.7944,-111.89,22.95,279.06,26510.1,,,,
9:57:57 AM,43.7944,-111.8903,24.34,270.23,26522.5,,,,
9:58:00 AM,43.7943,-111.8908,25.6,263.81,26538.2,,,,
9:58:02 AM,43.7943,-111.8911,25.49,265.22,26548.6,,,,
9:58:04 AM,43.7943,-111.8915,26.23,278.54,26560.1,,,,
9:58:06 AM,43.7944,-111.8918,27.08,288.52,26570.5,,,,
9:58:09 AM,43.7945,-111.8923,27.61,285.27,26588,,,,
9:58:11 AM,43.7945,-111.8926,27.07,266.58,26599.7,,,,
9:58:13 AM,43.7945,-111.893,25.54,264.06,26610.4,,,,
9:58:16 AM,43.7945,-111.8935,27.34,267.62,26628.1,,,,
9:58:18 AM,43.7945,-111.8938,26.2,272.98,26640.2,,,,
9:58:21 AM,43.7945,-111.8943,26.59,278.56,26657.3,,,,
9:58:23 AM,43.7945,-111.8947,28.62,263.68,26669.8,,,,
9:58:25 AM,43.7945,-111.895,27.86,254.34,26681.5,,,,
9:58:28 AM,43.7944,-111.8955,26.82,250.65,26697.2,,,,
9:58:30 AM,43.7943,-111.8958,24.23,255.75,26708.6,,,,
9:58:32 AM,43.7943,-111.8961,22.95,272.06,26719,,,,
9:58:35 AM,43.7943,-111.8966,25.09,276.78,26735.4,,,,
9:58:37 AM,43.7943,-111.8969,23.18,268.9,26747.6,,,,
9:58:39 AM,43.7943,-111.8972,22.91,258.59,26758.9,,,,
9:58:42 AM,43.7942,-111.8976,22.68,254.93,26775.6,,,,
9:58:44 AM,43.7942,-111.8979,23.19,271.1,26787.7,,,,
9:58:46 AM,43.7942,-111.8982,22.53,276.53,26797.8,,,,
9:58:48 AM,43.7942,-111.8985,21.45,274.27,26808.4,,,,
9:58:51 AM,43.7942,-111.8989,21.57,258.13,26825.6,,,,
9:58:53 AM,43.7941,-111.8991,20.67,252.92,26836.1,,,,
9:58:55 AM,43.7941,-111.8994,20.34,254.7,26847.2,,,,
9:58:57 AM,43.7941,-111.8996,18.85,276.01,26858.8,,,,
9:58:59 AM,43.7941,-111.8998,18.81,281.84,26868.6,,,,
9:59:02 AM,43.7941,-111.9002,16.86,277.06,26884.6,,,,
9:59:04 AM,43.7941,-111.9004,15.52,251.42,26895.3,,,,
9:59:06 AM,43.7941,-111.9006,15.48,248.58,26905.3,,,,
9:59:08 AM,43.794,-111.9007,14.45,252.82,26915.7,,,,
9:59:10 AM,43.794,-111.9009,13.35,257.72,26927.1,,,,
9:59:13 AM,43.794,-111.9012,13.89,277.3,26943.6,,,,
9:59:15 AM,43.794,-111.9013,12.67,290.7,26954.5,,,,
9:59:17 AM,43.7941,-111.9015,10.95,282.56,26966.3,,,,
9:59:19 AM,43.794,-111.9016,10.19,250.13,26976.9,,,,
9:59:21 AM,43.794,-111.9017,11.03,250.46,26986.6,,,,
9:59:23 AM,43.794,-111.9018,11.51,254.08,26998.4,,,,
9:59:25 AM,43.794,-111.902,13.59,287.4,27009.5,,,,
9:59:27 AM,43.794,-111.9021,14.13,291.43,27020,,,,
9:59:29 AM,43.7941,-111.9023,13.18,274.09,27031.1,,,,
9:59:32 AM,43.794,-111.9025,11.25,252.86,27046.8,,,,
9:59:34 AM,43.794,-111.9027,10.32,243.93,27056.2,,,,
9:59:36 AM,43.794,-111.9028,9.25,273.13,27067.6,,,,
9:59:39 AM,43.794,-111.903,12.01,277.17,27082.7,,,,
9:59:41 AM,43.794,-111.9032,13.74,278.86,27092.6,,,,
9:59:43 AM,43.794,-111.9034,13.96,273.46,27104.4,,,,
9:59:45 AM,43.794,-111.9035,13.84,248.35,27114.9,,,,
9:59:47 AM,43.7939,-111.9037,17.25,243.28,27124.9,,,,
9:59:49 AM,43.7939,-111.9039,15.41,260.58,27137,,,,
9:59:52 AM,43.7939,-111.9042,15.98,269.83,27152.3,,,,
9:59:54 AM,43.7939,-111.9044,16.57,267.95,27162,,,,
9:59:57 AM,43.7938,-111.9047,17.36,255.43,27179.7,,,,
9:59:59 AM,43.7938,-111.9049,17.83,244.29,27190,,,,
10:00:01 AM,43.7937,-111.9052,19.84,240.5,27200.7,,,,
10:00:04 AM,43.7936,-111.9055,20.44,253.51,27218.6,,,,
10:00:06 AM,43.7935,-111.9058,21.96,263.64,27229.7,,,,
10:00:09 AM,43.7935,-111.9062,22.45,260.93,27246.3,,,,
10:00:11 AM,43.7934,-111.9065,24.33,247.7,27257.2,,,,
10:00:13 AM,43.7933,-111.9068,25.71,243.21,27267.4,,,,
10:00:15 AM,43.7932,-111.9071,24.85,243.17,27277.5,,,,
10:00:18 AM,43.7931,-111.9075,22.51,249.23,27294.5,,,,
10:00:20 AM,43.7931,-111.9077,18.8,256.45,27303.7,,,,
10:00:22 AM,43.793,-111.9079,18.12,257.6,27313.6,,,,
10:00:24 AM,43.793,-111.9082,19.08,254.43,27325,,,,
10:00:26 AM,43.7929,-111.9084,22.99,240.64,27336.1,,,,
10:00:29 AM,43.7927,-111.9088,23.12,237.63,27351.3,,,,
10:00:31 AM,43.7926,-111.909,22.75,236.88,27363,,,,
10:00:33 AM,43.7925,-111.9092,17.25,242.8,27374,,,,
10:00:35 AM,43.7925,-111.9094,15.08,246.97,27383.9,,,,
10:00:37 AM,43.7924,-111.9096,15.33,248.1,27393.9,,,,
10:00:40 AM,43.7923,-111.9099,17.09,238.95,27410.1,,,,
10:00:42 AM,43.7922,-111.9101,19.62,236.55,27421.3,,,,
10:00:44 AM,43.7921,-111.9103,23.8,238.43,27431.7,,,,
10:00:47 AM,43.792,-111.9108,25.19,247.79,27446.3,,,,
10:00:49 AM,43.7919,-111.9111,23.99,255.43,27457,,,,
10:00:51 AM,43.7919,-111.9114,20.88,263.54,27467,,,,
10:00:54 AM,43.7918,-111.9117,19.24,269.29,27482.8,,,,
10:00:57 AM,43.7918,-111.9121,19.75,266.31,27498.2,,,,
10:00:59 AM,43.7918,-111.9124,20.29,272.82,27508.2,,,,
10:01:01 AM,43.7918,-111.9127,22.28,275.48,27518.7,,,,
10:01:03 AM,43.7918,-111.913,24,268.07,27530,,,,
10:01:05 AM,43.7918,-111.9133,25.03,258.4,27541.2,,,,
10:01:07 AM,43.7918,-111.9136,25.34,258.38,27550.8,,,,
10:01:09 AM,43.7917,-111.9139,26.21,262.99,27560.9,,,,
10:01:12 AM,43.7917,-111.9144,25.23,270.44,27578.2,,,,
10:01:14 AM,43.7917,-111.9147,24.56,279.38,27589.3,,,,
10:01:16 AM,43.7918,-111.915,27.02,277.36,27601.2,,,,
10:01:18 AM,43.7918,-111.9154,28.44,273.32,27613.3,,,,
10:01:20 AM,43.7918,-111.9158,31.7,269.66,27624.5,,,,
10:01:23 AM,43.7918,-111.9164,32.53,269.75,27639.9,,,,
10:01:25 AM,43.7918,-111.9168,31.77,271.92,27652,,,,
10:01:28 AM,43.7919,-111.9174,29.66,283.55,27669.4,,,,
10:01:30 AM,43.792,-111.9177,29.68,283.29,27680.2,,,,
10:01:32 AM,43.792,-111.9181,31.77,280.68,27690.8,,,,
10:01:35 AM,43.7921,-111.9187,30.52,278.3,27708.1,,,,
10:01:37 AM,43.7921,-111.9191,33.1,270.88,27719.1,,,,
10:01:39 AM,43.7921,-111.9195,30.1,264.2,27729.4,,,,
10:01:41 AM,43.7921,-111.9198,26.12,265.76,27740.4,,,,
10:01:43 AM,43.792,-111.9202,24.19,265.85,27751.5,,,,
10:01:45 AM,43.792,-111.9204,20.76,269.9,27762.2,,,,
10:01:48 AM,43.792,-111.9208,17.89,271.57,27777.3,,,,
10:01:50 AM,43.792,-111.921,17.8,269.16,27787.8,,,,
10:01:52 AM,43.792,-111.9212,21.97,271.45,27799.2,,,,
10:01:54 AM,43.792,-111.9215,26.57,273.62,27810.1,,,,
10:01:57 AM,43.7921,-111.9221,28.13,272.56,27825.2,,,,
10:02:00 AM,43.7921,-111.9225,21.42,275.06,27842.7,,,,
10:02:02 AM,43.7921,-111.9228,20.39,278.37,27851.6,,,,
10:02:04 AM,43.7921,-111.923,21.41,282.31,27860.9,,,,
10:02:06 AM,43.7922,-111.9233,25.64,282.68,27872.4,,,,
10:02:09 AM,43.7923,-111.9238,29.29,283.16,27887.2,,,,
10:02:11 AM,43.7923,-111.9242,28.71,283.59,27897.8,,,,
10:02:14 AM,43.7924,-111.9247,24.8,287.04,27915.2,,,,
10:02:16 AM,43.7925,-111.9249,22.37,288.36,27924.3,,,,
10:02:18 AM,43.7926,-111.9252,22.82,286.61,27933.9,,,,
10:02:20 AM,43.7926,-111.9255,26.7,286.49,27944.4,,,,
10:02:22 AM,43.7927,-111.9259,29.22,285.04,27955.2,,,,
10:02:24 AM,43.7928,-111.9262,30.32,281.68,27964.4,,,,
10:02:27 AM,43.7928,-111.9268,29.42,282.98,27979.5,,,,
10:02:29 AM,43.7929,-111.9271,24.64,282.26,27990.4,,,,
10:02:31 AM,43.7929,-111.9273,20.93,282.74,27999.7,,,,
10:02:33 AM,43.793,-111.9276,20.52,286,28010.5,,,,
10:02:35 AM,43.793,-111.9279,26.34,282.92,28021.7,,,,
10:02:38 AM,43.7931,-111.9284,28.25,284.8,28037,,,,
10:02:40 AM,43.7932,-111.9287,27.31,285.55,28048.5,,,,
10:02:42 AM,43.7932,-111.929,20.01,278.77,28059.8,,,,
10:02:45 AM,43.7933,-111.9293,18.51,277.6,28076.1,,,,
10:02:47 AM,43.7933,-111.9296,22.19,271.25,28087.3,,,,
10:02:49 AM,43.7933,-111.9299,23.68,269.13,28097.8,,,,
10:02:52 AM,43.7933,-111.9303,23.83,270.67,28113.4,,,,
10:02:54 AM,43.7933,-111.9306,23.39,274.59,28125,,,,
10:02:56 AM,43.7933,-111.9309,20.69,280.4,28136.7,,,,
10:02:58 AM,43.7934,-111.9311,16.99,290.43,28147.3,,,,
10:03:00 AM,43.7934,-111.9313,15.9,285,28157.9,,,,
10:03:03 AM,43.7935,-111.9316,15.52,282.19,28174.8,,,,
10:03:05 AM,43.7935,-111.9318,13.42,273.79,28184.8,,,,
10:03:07 AM,43.7935,-111.9319,13.1,270.26,28193.9,,,,
10:03:09 AM,43.7935,-111.9321,15.04,281.1,28204.7,,,,
10:03:11 AM,43.7935,-111.9323,18.69,287.21,28216.5,,,,
10:03:14 AM,43.7936,-111.9327,19.91,287.41,28231.1,,,,
10:03:16 AM,43.7937,-111.9329,17.61,291.45,28241.4,,,,
10:03:19 AM,43.7937,-111.9332,14.68,281.26,28258.3,,,,
10:03:21 AM,43.7937,-111.9333,12.35,264.79,28267.1,,,,
10:03:23 AM,43.7937,-111.9335,12.28,259.85,28276.3,,,,
10:03:25 AM,43.7937,-111.9337,15.94,265.76,28286.8,,,,
10:03:27 AM,43.7937,-111.9339,18.94,272.07,28297.7,,,,
10:03:30 AM,43.7937,-111.9342,18.33,276.72,28311.9,,,,
10:03:32 AM,43.7937,-111.9345,17.58,268.25,28322.3,,,,
10:03:35 AM,43.7937,-111.9347,14.81,253.51,28338.9,,,,
10:03:37 AM,43.7936,-111.9349,12.79,241.15,28348.9,,,,
10:03:39 AM,43.7936,-111.9351,14.09,247.84,28359.5,,,,
10:03:41 AM,43.7936,-111.9352,13.95,265.06,28371.5,,,,
10:03:43 AM,43.7935,-111.9354,15.35,272.27,28381.7,,,,
10:03:46 AM,43.7935,-111.9357,16.65,266.86,28398.5,,,,
10:03:48 AM,43.7935,-111.9359,16.24,255.36,28410.5,,,,
10:03:50 AM,43.7934,-111.9361,14.79,244.84,28421.2,,,,
10:03:52 AM,43.7934,-111.9363,16.13,246.66,28431.6,,,,
10:03:54 AM,43.7933,-111.9365,15.68,261.99,28443.6,,,,
10:03:56 AM,43.7933,-111.9367,18.66,274.87,28454.7,,,,
10:03:59 AM,43.7934,-111.9371,20.66,273.57,28470.4,,,,
10:04:01 AM,43.7933,-111.9373,19.93,267.62,28482.5,,,,
10:04:03 AM,43.7933,-111.9376,18.64,249.58,28493.5,,,,
10:04:06 AM,43.7932,-111.9379,19.87,242.61,28509.3,,,,
10:04:08 AM,43.7931,-111.9381,19.91,248.47,28521.5,,,,
10:04:10 AM,43.7931,-111.9384,21.84,256.79,28533.2,,,,
10:04:13 AM,43.793,-111.9388,23.3,259.38,28547.6,,,,
10:04:15 AM,43.7929,-111.9391,23.93,249.56,28557.3,,,,
10:04:17 AM,43.7928,-111.9394,25.47,242.14,28568,,,,
10:04:20 AM,43.7926,-111.9398,26.42,236.22,28583.1,,,,
10:04:22 AM,43.7925,-111.9401,24.88,234.28,28593.2,,,,
10:04:24 AM,43.7924,-111.9404,25.11,240.13,28604.7,,,,
10:04:26 AM,43.7923,-111.9407,23.59,255.19,28615,,,,
10:04:29 AM,43.7922,-111.9411,23.45,259.51,28630.5,,,,
10:04:31 AM,43.7922,-111.9414,24.41,252.36,28642.5,,,,
10:04:33 AM,43.7921,-111.9417,26.63,243.07,28653.4,,,,
10:04:36 AM,43.7919,-111.9422,26.72,242.73,28668.9,,,,
10:04:38 AM,43.7918,-111.9425,24.97,249.47,28680.8,,,,
10:04:40 AM,43.7917,-111.9427,21.14,252.19,28692,,,,
10:04:42 AM,43.7917,-111.943,21.09,256.06,28701.6,,,,
10:04:45 AM,43.7916,-111.9434,22.56,256.37,28719.1,,,,
10:04:47 AM,43.7916,-111.9437,24.11,251.42,28730.2,,,,
10:04:49 AM,43.7915,-111.944,27.08,248.02,28739.3,,,,
10:04:51 AM,43.7914,-111.9443,26.38,247.53,28749,,,,
10:04:53 AM,43.7913,-111.9446,23.79,247.71,28760,,,,
10:04:55 AM,43.7912,-111.9449,20.17,250.31,28770.8,,,,
10:04:58 AM,43.7911,-111.9452,17.98,256.64,28785.4,,,,
10:05:00 AM,43.7911,-111.9454,17.3,258.43,28796.1,,,,
10:05:02 AM,43.791,-111.9457,19.67,248.73,28808,,,,
10:05:04 AM,43.791,-111.9459,22.32,242.51,28818.1,,,,
10:05:07 AM,43.7908,-111.9463,22.67,246.92,28831.9,,,,
10:05:09 AM,43.7908,-111.9466,18.63,250.58,28842.9,,,,
10:05:11 AM,43.7907,-111.9468,16.26,256.7,28853.2,,,,
10:05:14 AM,43.7907,-111.9471,16.53,258.01,28867,,,,
10:05:16 AM,43.7906,-111.9473,16.88,253.54,28877.5,,,,
10:05:18 AM,43.7905,-111.9475,20.41,244.76,28888.6,,,,
10:05:20 AM,43.7905,-111.9478,23.35,244.04,28898.3,,,,
10:05:22 AM,43.7904,-111.9481,22.92,243.97,28908.6,,,,
10:05:24 AM,43.7903,-111.9483,21.2,243.37,28920.4,,,,
10:05:26 AM,43.7902,-111.9485,17.33,244.65,28931.9,,,,
10:05:29 AM,43.7901,-111.9488,16.67,246.71,28946.7,,,,
10:05:31 AM,43.79,-111.949,20,241.96,28957.4,,,,
10:05:34 AM,43.7899,-111.9494,23.51,238.14,28973.8,,,,
10:05:36 AM,43.7897,-111.9496,24.84,239.29,28983.3,,,,
10:05:38 AM,43.7896,-111.9499,25.1,241.55,28992.7,,,,
10:05:41 AM,43.7895,-111.9503,22.61,243.93,29009.1,,,,
10:05:43 AM,43.7894,-111.9506,19.75,255.98,29019.4,,,,
10:05:45 AM,43.7894,-111.9508,19.45,260.19,29028.8,,,,
10:05:47 AM,43.7894,-111.9511,22.27,249.58,29040.2,,,,
10:05:50 AM,43.7892,-111.9515,24.03,247.05,29056.9,,,,
10:05:52 AM,43.7891,-111.9518,26.57,243.58,29067,,,,
10:05:54 AM,43.789,-111.9521,27.44,246.7,29077.7,,,,
10:05:57 AM,43.7889,-111.9526,25.12,252.86,29094.7,,,,
10:05:59 AM,43.7889,-111.9529,24.54,258.38,29104.9,,,,
10:06:01 AM,43.7888,-111.9532,24.77,257.02,29115.1,,,,
10:06:04 AM,43.7887,-111.9537,28.31,252.79,29132.3,,,,
10:06:06 AM,43.7886,-111.954,31.27,245.05,29142,,,,
10:06:08 AM,43.7885,-111.9544,31.58,246.23,29152.3,,,,
10:06:11 AM,43.7883,-111.9549,29.42,252.34,29169.9,,,,
10:06:14 AM,43.7882,-111.9554,27.53,255.98,29184.5,,,,
10:06:16 AM,43.7882,-111.9558,27.32,256.09,29193.6,,,,
10:06:18 AM,43.7881,-111.9561,27.62,254.46,29203.3,,,,
10:06:20 AM,43.788,-111.9564,27.62,250.98,29213.7,,,,
10:06:22 AM,43.7879,-111.9568,30.3,244.22,29223.5,,,,
10:06:25 AM,43.7877,-111.9573,31.85,242.58,29237.2,,,,
10:06:27 AM,43.7876,-111.9577,32.32,249.8,29247.5,,,,
10:06:30 AM,43.7875,-111.9583,34.31,255.46,29263.7,,,,
10:06:32 AM,43.7874,-111.9587,34.45,262.24,29273.4,,,,
10:06:34 AM,43.7874,-111.9592,31.93,264.68,29284.7,,,,
10:06:36 AM,43.7874,-111.9596,29.27,260.46,29295.8,,,,
10:06:39 AM,43.7873,-111.9601,26.67,258.62,29310,,,,
10:06:41 AM,43.7872,-111.9604,25.64,256.35,29319.4,,,,
10:06:43 AM,43.7872,-111.9607,26.9,256.5,29329.6,,,,
10:06:46 AM,43.7871,-111.9613,29.46,261.9,29345.7,,,,
10:06:48 AM,43.7871,-111.9617,33.74,265.25,29354.8,,,,
10:06:51 AM,43.7871,-111.9624,35.64,269.51,29368.7,,,,
10:06:53 AM,43.7871,-111.9628,33.24,270.04,29379.6,,,,
10:06:55 AM,43.7871,-111.9632,30.2,269.71,29389.4,,,,
10:06:58 AM,43.7871,-111.9638,28.46,269.08,29402,,,,
10:07:00 AM,43.7871,-111.9641,28.69,271.17,29412,,,,
10:07:02 AM,43.7871,-111.9645,31.82,271.01,29424.1,,,,
10:07:04 AM,43.7871,-111.965,36.15,274.07,29433.9,,,,
10:07:07 AM,43.7871,-111.9657,37.25,273.25,29448.2,,,,
10:07:09 AM,43.7872,-111.9661,34.79,274.61,29459.7,,,,
10:07:12 AM,43.7872,-111.9667,28.99,273.44,29474,,,,
10:07:14 AM,43.7872,-111.9671,28.96,272,29481.8,,,,
10:07:16 AM,43.7872,-111.9674,31.27,273.34,29491.9,,,,
10:07:18 AM,43.7873,-111.9679,34.65,277.76,29502.8,,,,
10:07:21 AM,43.7873,-111.9686,36.42,276.11,29516.9,,,,
10:07:23 AM,43.7874,-111.969,37.21,278.6,29528,,,,
10:07:25 AM,43.7874,-111.9694,31.94,280.29,29538.8,,,,
10:07:28 AM,43.7875,-111.97,30.01,280.34,29552.5,,,,
10:07:30 AM,43.7875,-111.9703,30,281.73,29561.9,,,,
10:07:32 AM,43.7876,-111.9707,31.33,281.41,29572.6,,,,
10:07:34 AM,43.7877,-111.9711,35.02,282.27,29583.4,,,,
10:07:37 AM,43.7878,-111.9718,35.51,280.37,29597.7,,,,
10:07:39 AM,43.7878,-111.9722,34.69,279.03,29608,,,,
10:07:41 AM,43.7879,-111.9726,31.86,281.6,29619.4,,,,
10:07:43 AM,43.7879,-111.973,27,279.51,29629.7,,,,
10:07:46 AM,43.788,-111.9735,26.16,278.37,29643.9,,,,
10:07:48 AM,43.788,-111.9738,28.59,281.27,29654.9,,,,
10:07:51 AM,43.7881,-111.9745,33.68,282.1,29669.9,,,,
10:07:53 AM,43.7882,-111.9749,34.37,283.13,29679.3,,,,
10:07:55 AM,43.7882,-111.9753,34.37,285.17,29690.3,,,,
10:07:57 AM,43.7883,-111.9757,29,287.86,29701.2,,,,
10:08:00 AM,43.7885,-111.9762,27.82,288.79,29713.6,,,,
10:08:02 AM,43.7885,-111.9765,29.72,287.37,29724.4,,,,
10:08:05 AM,43.7887,-111.9771,32.52,284.56,29741.1,,,,
10:08:09 AM,43.7888,-111.978,32.84,287.56,29719.7,,,,
10:08:11 AM,43.7889,-111.9784,33.99,284.8,29647.4,,,,
10:08:25 AM,43.7891,-111.9812,23.34,263.82,28849.4,,,,
10:08:27 AM,43.7891,-111.9816,27.19,273.71,28733.7,,,,
10:08:29 AM,43.7891,-111.9821,42.21,281.15,28628.5,,,,
10:08:31 AM,43.7891,-111.9825,31.05,266.07,28531.3,,,,
10:08:35 AM,43.7891,-111.9831,24.29,268.49,28353.1,,,,
10:08:37 AM,43.7891,-111.9834,21.15,271.9,28268.1,,,,
10:08:39 AM,43.7891,-111.9836,20.29,268.59,28184.2,,,,
10:08:42 AM,43.7891,-111.984,18.76,273.96,28058.9,,,,
10:08:44 AM,43.7891,-111.9843,23.71,276.41,27977.6,,,,
10:08:46 AM,43.7891,-111.9846,24.38,271.79,27898.3,,,,
10:08:49 AM,43.7892,-111.9851,26.12,280.9,27775.5,,,,
10:08:51 AM,43.7892,-111.9854,26.92,277.68,27699,,,,
10:08:53 AM,43.7892,-111.9857,27.77,278.12,27623.5,,,,
10:08:55 AM,43.7893,-111.9861,27.12,272.78,27546.5,,,,
10:08:58 AM,43.7893,-111.9866,24.24,274.31,27420.9,,,,
10:09:00 AM,43.7893,-111.9869,23.68,260.55,27335.2,,,,
10:09:02 AM,43.7892,-111.9871,21.15,252.48,27253.8,,,,
10:09:05 AM,43.7891,-111.9875,21.12,254.71,27132.1,,,,
10:09:07 AM,43.7891,-111.9877,16.36,255.14,27055.3,,,,
10:09:10 AM,43.789,-111.988,14.58,253.88,26946.9,,,,
10:09:12 AM,43.789,-111.9882,11.7,261.13,26875.3,,,,
10:09:14 AM,43.789,-111.9884,17.91,261.96,26804.1,,,,
10:09:16 AM,43.789,-111.9886,20.12,256.21,26731.6,,,,
10:09:19 AM,43.789,-111.9889,22.02,263.29,26624.1,,,,
10:09:22 AM,43.7889,-111.9893,19.5,265.89,26520.6,,,,
10:09:24 AM,43.7889,-111.9896,18.9,269.37,26450.5,,,,
10:09:26 AM,43.7889,-111.9898,18.17,264.03,26380.6,,,,
10:09:29 AM,43.7889,-111.9901,14.96,271.33,26279,,,,
10:09:31 AM,43.7889,-111.9903,14.54,263.69,26211.5,,,,
10:09:33 AM,43.7888,-111.9905,17.47,252.24,26145.1,,,,
10:09:36 AM,43.7888,-111.9908,17.58,252.94,26045.3,,,,
10:09:39 AM,43.7887,-111.9911,17.14,246.02,25946.2,,,,
10:09:41 AM,43.7886,-111.9914,18.13,240.47,25881.4,,,,
10:09:44 AM,43.7885,-111.9917,18.35,258.21,25783.1,,,,
10:09:46 AM,43.7885,-111.992,18.75,262.43,25717.2,,,,
10:09:48 AM,43.7885,-111.9922,21.84,260.33,25652.5,,,,
10:09:51 AM,43.7884,-111.9926,17,259.65,25555.6,,,,
10:09:53 AM,43.7884,-111.9928,13.45,253.37,25491.4,,,,
10:09:55 AM,43.7884,-111.993,17.14,263.14,25428.9,,,,
10:09:57 AM,43.7884,-111.9932,12.82,261,25366.4,,,,
10:10:00 AM,43.7883,-111.9935,14.75,261.13,25272.9,,,,
10:10:02 AM,43.7883,-111.9937,14.92,270.92,25211.9,,,,
10:10:04 AM,43.7883,-111.9939,19.67,266.35,25150.6,,,,
10:10:06 AM,43.7883,-111.9941,17.06,262.23,25088.5,,,,
10:10:09 AM,43.7883,-111.9944,17.36,271.61,24995.1,,,,
10:10:11 AM,43.7883,-111.9947,18.65,266.27,24934.2,,,,
10:10:13 AM,43.7883,-111.9949,20,266.48,24874.2,,,,
10:10:16 AM,43.7883,-111.9953,19.59,267.82,24781.4,,,,
10:10:18 AM,43.7882,-111.9955,18.42,263.28,24717.7,,,,
10:10:24 AM,43.788,-111.9962,21.35,209.39,24489.5,,,,
10:10:26 AM,43.7878,-111.9964,23.39,215.25,24416.2,,,,
10:10:28 AM,43.7878,-111.9967,21.82,275.13,24343.1,,,,
10:10:31 AM,43.7878,-111.9972,28.97,265.28,24236.4,,,,
10:10:33 AM,43.7878,-111.9975,27.21,279.35,24164.4,,,,
10:10:36 AM,43.7879,-111.9979,19.01,279.46,24050.8,,,,
10:10:38 AM,43.788,-111.998,18.33,305.39,23978.3,,,,
10:10:40 AM,43.7881,-111.9983,21.76,308.09,23907.9,,,,
10:10:42 AM,43.7882,-111.9985,20.59,299.37,23836.7,,,,
10:10:44 AM,43.7882,-111.9987,11.17,254.88,23768.5,,,,
10:10:49 AM,43.7879,-111.9994,30.44,243.07,23599.6,,,,
10:10:52 AM,43.788,-111.9998,18.76,285.78,23498.9,,,,
10:10:55 AM,43.7882,-112,20.41,328.2,23401.5,,,,
10:10:57 AM,43.7883,-112.0003,31.49,297.18,23340.5,,,,
10:10:59 AM,43.7884,-112.0007,32.46,283.27,23279.6,,,,
10:11:01 AM,43.7884,-112.0011,31.02,260.23,23218,,,,
10:11:03 AM,43.7882,-112.0014,19.48,219.9,23154.4,,,,
10:11:06 AM,43.7881,-112.0015,7.32,205.52,23058.2,,,,
10:11:08 AM,43.7881,-112.0017,13.27,275.77,22994,,,,
10:11:10 AM,43.7881,-112.002,31.8,246.68,22930.1,,,,
10:11:13 AM,43.7878,-112.0023,26.09,209.89,22835.3,,,,
10:11:16 AM,43.7877,-112.0023,7.32,159.3,22739.9,,,,
10:11:18 AM,43.7877,-112.0024,11.04,333.93,22674.9,,,,
10:11:20 AM,43.7878,-112.0026,20.63,301.15,22612.9,,,,
