time, Longitude, Longitude, Speed(Kn), Angle(°), Altatude(m),,,,
9:03:25 AM,43.8536,-112.0857,33.38,86.25,10232.3,,,,
9:03:28 AM,43.8536,-112.0851,28.09,94.22,10252.6,,,,
9:03:30 AM,43.8535,-112.0848,24.15,94.31,10264.6,,,,
9:03:32 AM,43.8535,-112.0845,24.84,91.14,10274,,,,
9:03:34 AM,43.8536,-112.0842,22.91,87.19,10286,,,,
9:03:37 AM,43.8536,-112.0838,24.58,78.23,10306.5,,,,
9:03:39 AM,43.8537,-112.0834,28.07,69.74,10319.3,,,,
9:03:41 AM,43.8538,-112.0831,31.15,74.17,10332,,,,
9:03:44 AM,43.8539,-112.0825,32.99,72.52,10344.4,,,,
9:03:46 AM,43.8539,-112.0821,32.34,75.08,10352.3,,,,
9:03:48 AM,43.854,-112.0817,34.24,78.84,10362.7,,,,
9:03:51 AM,43.8541,-112.081,35.07,82.38,10379.5,,,,
9:03:53 AM,43.8541,-112.0806,35.67,88.32,10388.4,,,,
9:03:55 AM,43.8541,-112.0802,32.16,94.74,10397,,,,
9:03:58 AM,43.854,-112.0796,29.57,96.86,10412.9,,,,
9:04:00 AM,43.854,-112.0792,30.87,97.91,10425.2,,,,
9:04:02 AM,43.854,-112.0788,32.44,97.18,10438.3,,,,
9:04:04 AM,43.8539,-112.0784,33.29,94.18,10449.8,,,,
9:04:07 AM,43.8539,-112.0777,35.27,87.61,10465.1,,,,
9:04:09 AM,43.854,-112.0773,33.45,79.88,10477,,,,
9:04:12 AM,43.8541,-112.0767,30.31,75.33,10494.4,,,,
9:04:14 AM,43.8541,-112.0763,27.62,74,10504.5,,,,
9:04:17 AM,43.8542,-112.0758,26.58,74.16,10519.2,,,,
9:04:19 AM,43.8543,-112.0755,27.61,73.04,10529.9,,,,
9:04:21 AM,43.8544,-112.0752,27.62,72.35,10541.9,,,,
9:04:23 AM,43.8545,-112.0748,27.08,70.81,10553.8,,,,
9:04:25 AM,43.8545,-112.0745,23.65,79.9,10566.1,,,,
9:04:28 AM,43.8546,-112.0741,23.47,87.3,10584,,,,
9:04:30 AM,43.8545,-112.0737,25.02,92.12,10595.2,,,,
9:04:32 AM,43.8545,-112.0734,27.97,96.47,10605.1,,,,
9:04:34 AM,43.8545,-112.073,32.34,95.76,10616.2,,,,
9:04:36 AM,43.8544,-112.0726,34.61,94.05,10627.2,,,,
9:04:38 AM,43.8544,-112.0721,36.12,91.5,10636.4,,,,
9:04:41 AM,43.8544,-112.0714,36.68,86.41,10653.7,,,,
9:04:43 AM,43.8545,-112.0709,35.97,89.11,10667.3,,,,
9:04:46 AM,43.8544,-112.0703,35.4,92.14,10690.1,,,,
9:04:48 AM,43.8544,-112.0698,35.04,91.52,10706.3,,,,
9:04:50 AM,43.8544,-112.0694,33.29,94.12,10723,,,,
9:04:52 AM,43.8544,-112.069,29.59,88.71,10738.9,,,,
9:04:54 AM,43.8545,-112.0687,30.82,75.24,10753.6,,,,
9:04:57 AM,43.8546,-112.068,35.41,76.58,10769.9,,,,
9:04:59 AM,43.8546,-112.0675,38.3,83.42,10782.4,,,,
9:05:01 AM,43.8547,-112.067,37.73,90.21,10795.9,,,,
9:05:04 AM,43.8546,-112.0663,37.13,96.92,10814.8,,,,
9:05:06 AM,43.8546,-112.0659,36.47,98.24,10823.9,,,,
9:05:08 AM,43.8545,-112.0654,37.33,97.63,10832.4,,,,
9:05:11 AM,43.8545,-112.0647,37.93,96.72,10848.6,,,,
9:05:13 AM,43.8544,-112.0642,36.27,97.03,10861.3,,,,
9:05:16 AM,43.8543,-112.0636,31.45,98.82,10880.1,,,,
9:05:18 AM,43.8543,-112.0633,28.41,97.96,10890.4,,,,
9:05:21 AM,43.8543,-112.0627,30.79,97.18,10906.6,,,,
9:05:24 AM,43.8542,-112.062,34.36,94.4,10926.7,,,,
9:05:26 AM,43.8542,-112.0615,38.06,82.52,10940.2,,,,
9:05:28 AM,43.8543,-112.0611,34.38,78.59,10954.1,,,,
9:05:30 AM,43.8544,-112.0607,30.8,74.75,10968.4,,,,
9:05:33 AM,43.8545,-112.0601,29.51,74.08,10984.8,,,,
9:05:35 AM,43.8546,-112.0598,28.4,74.41,10994.6,,,,
9:05:38 AM,43.8547,-112.0592,31.31,73.22,11010.8,,,,
9:05:40 AM,43.8548,-112.0588,35.21,78.95,11025.1,,,,
9:05:42 AM,43.8548,-112.0584,36.1,84.9,11040.7,,,,
9:05:45 AM,43.8548,-112.0577,35.96,92.14,11061.9,,,,
9:05:47 AM,43.8548,-112.0572,35.76,96.32,11072.4,,,,
9:05:49 AM,43.8548,-112.0568,36.54,95.07,11081.6,,,,
9:05:51 AM,43.8547,-112.0563,37.93,93.51,11090.6,,,,
9:05:54 AM,43.8547,-112.0555,38.56,91.7,11105.1,,,,
9:05:56 AM,43.8547,-112.055,40.95,86.82,11116.5,,,,
9:05:59 AM,43.8548,-112.0542,41.24,83.87,11135.2,,,,
9:06:01 AM,43.8549,-112.0537,40.41,79.35,11145.7,,,,
9:06:03 AM,43.8549,-112.0532,39.12,77.01,11156.9,,,,
9:06:06 AM,43.855,-112.0525,37.05,82.09,11179.3,,,,
9:06:08 AM,43.855,-112.0521,33.94,84.52,11195.6,,,,
9:06:10 AM,43.855,-112.0516,34.11,93.64,11210.8,,,,
9:06:12 AM,43.855,-112.0512,37.52,98.47,11223.9,,,,
9:06:14 AM,43.8549,-112.0507,39.23,95.84,11234.7,,,,
9:06:16 AM,43.8549,-112.0502,40.12,93.77,11243.6,,,,
9:06:19 AM,43.8549,-112.0494,39.71,92.78,11258.5,,,,
9:06:21 AM,43.8549,-112.0489,36.41,92.34,11272.2,,,,
9:06:24 AM,43.8548,-112.0482,37.94,92.16,11295.9,,,,
9:06:26 AM,43.8548,-112.0478,34.1,97.83,11312.6,,,,
9:06:28 AM,43.8547,-112.0474,31.63,102.79,11326.1,,,,
9:06:31 AM,43.8547,-112.0468,31.36,100.08,11340.5,,,,
9:06:33 AM,43.8546,-112.0463,36.44,95.07,11351.7,,,,
9:06:35 AM,43.8546,-112.0459,37.44,88.39,11363.3,,,,
9:06:37 AM,43.8546,-112.0454,33.64,84.23,11377.5,,,,
9:06:40 AM,43.8547,-112.0448,29.67,87.31,11400.7,,,,
9:06:42 AM,43.8546,-112.0444,30.61,93.3,11415.9,,,,
9:06:45 AM,43.8546,-112.0438,32.43,98.03,11439.2,,,,
9:06:47 AM,43.8545,-112.0434,37.73,100.28,11451.4,,,,
9:06:50 AM,43.8544,-112.0427,37.44,99.49,11465.7,,,,
9:06:52 AM,43.8544,-112.0422,37.77,98.98,11475.2,,,,
9:06:54 AM,43.8543,-112.0418,31.19,98.5,11485.1,,,,
9:06:57 AM,43.8543,-112.0412,29.1,95.38,11499.4,,,,
9:06:59 AM,43.8542,-112.0408,30.66,98.05,11509.4,,,,
9:07:01 AM,43.8542,-112.0404,33.58,101.57,11519.4,,,,
9:07:03 AM,43.8541,-112.04,36.2,99.44,11528.7,,,,
9:07:06 AM,43.854,-112.0393,36.27,99.41,11542.7,,,,
9:07:08 AM,43.854,-112.0388,34.33,101.38,11552.7,,,,
9:07:10 AM,43.8539,-112.0384,31.77,99.34,11561,,,,
9:07:12 AM,43.8539,-112.038,33.15,98.46,11571.8,,,,
9:07:14 AM,43.8538,-112.0376,35.12,96.25,11585.6,,,,
9:07:16 AM,43.8538,-112.0371,39.6,87.41,11598.8,,,,
9:07:18 AM,43.8539,-112.0366,39.59,83.27,11610.4,,,,
9:07:21 AM,43.8539,-112.0358,39,82.51,11624.8,,,,
9:07:23 AM,43.854,-112.0353,39.46,84.3,11636.4,,,,
9:07:25 AM,43.854,-112.0348,40.95,87.7,11648,,,,
9:07:27 AM,43.854,-112.0343,39.22,95.45,11657.9,,,,
9:07:30 AM,43.8539,-112.0336,37.06,97.67,11671.7,,,,
9:07:32 AM,43.8539,-112.0331,36.2,98.59,11680.4,,,,
9:07:34 AM,43.8538,-112.0327,35.15,99.18,11690.8,,,,
9:07:36 AM,43.8538,-112.0323,30.03,99.59,11702,,,,
9:07:38 AM,43.8537,-112.0319,28.08,97.62,11711.4,,,,
9:07:41 AM,43.8537,-112.0314,29.05,97.73,11725.8,,,,
9:07:43 AM,43.8536,-112.031,29.82,100.36,11736.4,,,,
9:07:45 AM,43.8536,-112.0306,32.84,100.68,11748,,,,
9:07:47 AM,43.8535,-112.0301,38.41,98.7,11758.8,,,,
9:07:49 AM,43.8535,-112.0296,36.86,98.9,11769.8,,,,
9:07:52 AM,43.8534,-112.029,35.91,102.06,11784.6,,,,
9:07:55 AM,43.8533,-112.0283,34.83,101.56,11802,,,,
9:07:57 AM,43.8532,-112.0279,35.13,101.89,11814.7,,,,
9:07:59 AM,43.8531,-112.0274,35.68,100.24,11828.7,,,,
9:08:01 AM,43.8531,-112.0269,37.66,98.04,11842.8,,,,
9:08:03 AM,43.853,-112.0265,35.78,102.24,11854.6,,,,
9:08:05 AM,43.8529,-112.026,32.73,104.1,11865.3,,,,
9:08:08 AM,43.8529,-112.0255,29.22,100.51,11880.1,,,,
9:08:10 AM,43.8528,-112.0251,27.46,95.45,11892.5,,,,
9:08:12 AM,43.8528,-112.0248,31.26,87.4,11907.3,,,,
9:08:15 AM,43.8529,-112.0241,34.87,85.65,11931.8,,,,
9:08:17 AM,43.8529,-112.0236,38.87,86.66,11944.6,,,,
9:08:19 AM,43.8529,-112.0231,39.24,85.67,11954.5,,,,
9:08:21 AM,43.8529,-112.0226,37.36,84.77,11963.3,,,,
9:08:24 AM,43.853,-112.022,33.48,81.33,11976.2,,,,
9:08:26 AM,43.853,-112.0216,32.31,84.34,11986.2,,,,
9:08:28 AM,43.853,-112.0211,34.56,96.02,11995,,,,
9:08:30 AM,43.853,-112.0207,32.29,89.16,12005.6,,,,
9:08:32 AM,43.853,-112.0203,28.65,85.25,12016.3,,,,
9:08:35 AM,43.853,-112.0198,27.91,90.84,12029.9,,,,
9:08:37 AM,43.853,-112.0194,29.66,85.46,12038.3,,,,
9:08:39 AM,43.8531,-112.019,32.85,87.55,12048.3,,,,
9:08:41 AM,43.8531,-112.0186,35.81,91.59,12058.9,,,,
9:08:43 AM,43.8531,-112.0181,36.94,87.29,12069.3,,,,
9:08:46 AM,43.8531,-112.0174,36.94,85.32,12084,,,,
9:08:48 AM,43.8531,-112.017,36.13,87.98,12093.7,,,,
9:08:50 AM,43.8532,-112.0165,34.68,79.16,12102.8,,,,
9:08:53 AM,43.8532,-112.0159,32.6,89.57,12117.9,,,,
9:08:55 AM,43.8532,-112.0155,34.17,91.63,12130.2,,,,
9:08:58 AM,43.8533,-112.0148,36.56,80.69,12145,,,,
9:09:00 AM,43.8533,-112.0143,38.32,87.17,12153.9,,,,
9:09:02 AM,43.8534,-112.0138,36.93,84.9,12164.7,,,,
9:09:04 AM,43.8534,-112.0134,33.12,88.38,12175.8,,,,
9:09:07 AM,43.8534,-112.0127,35.99,92.94,12190.8,,,,
9:09:09 AM,43.8534,-112.0123,34.06,81.02,12200.4,,,,
9:09:11 AM,43.8535,-112.0119,35.24,88.09,12209.9,,,,
9:09:13 AM,43.8535,-112.0114,36.69,88.01,12219.6,,,,
9:09:16 AM,43.8535,-112.0107,33.09,80.06,12234.2,,,,
9:09:19 AM,43.8536,-112.0101,36.2,86.33,12250.9,,,,
9:09:21 AM,43.8536,-112.0096,37.59,77.47,12261.3,,,,
9:09:23 AM,43.8537,-112.0091,38.28,83.61,12270.1,,,,
9:09:26 AM,43.8537,-112.0084,38.98,86.61,12284.8,,,,
9:09:28 AM,43.8538,-112.008,32.58,82.04,12295.4,,,,
9:09:30 AM,43.8538,-112.0076,33.51,89.56,12304.8,,,,
9:09:32 AM,43.8538,-112.0071,36.53,81.3,12316.2,,,,
9:09:35 AM,43.8539,-112.0064,37.62,75.42,12333,,,,
9:09:37 AM,43.854,-112.0059,40.46,78.27,12342.2,,,,
9:09:39 AM,43.8541,-112.0054,37.63,73.3,12352.1,,,,
9:09:42 AM,43.8542,-112.0048,35.94,80.99,12367,,,,
9:09:44 AM,43.8542,-112.0043,37.78,84.37,12376.9,,,,
9:09:47 AM,43.8543,-112.0036,33.49,74.63,12392.7,,,,
9:09:49 AM,43.8544,-112.0032,36.93,79.75,12403.3,,,,
9:09:51 AM,43.8545,-112.0027,37.89,71.19,12413.1,,,,
9:09:53 AM,43.8546,-112.0022,36.16,72.64,12422.9,,,,
9:09:55 AM,43.8547,-112.0018,38.11,80.28,12432.9,,,,
9:09:58 AM,43.8548,-112.0011,33.83,74.49,12448.2,,,,
9:10:00 AM,43.8549,-112.0007,31.6,83.09,12457.8,,,,
9:10:02 AM,43.8549,-112.0003,33.68,83.17,12467.6,,,,
9:10:05 AM,43.855,-111.9997,30.77,72.58,12481.8,,,,
9:10:07 AM,43.855,-111.9993,31.35,80.37,12492.6,,,,
9:10:09 AM,43.8551,-111.9989,33.69,87.31,12502.6,,,,
9:10:12 AM,43.8551,-111.9983,30.97,86.78,12514.9,,,,
9:10:14 AM,43.8551,-111.9979,33.8,86.76,12525.1,,,,
9:10:16 AM,43.8552,-111.9974,36.36,77.88,12534,,,,
9:10:19 AM,43.8553,-111.9968,34.14,79.2,12549.1,,,,
9:10:21 AM,43.8553,-111.9963,34.98,78.63,12557.9,,,,
9:10:23 AM,43.8554,-111.9959,33.43,73.36,12566.4,,,,
9:10:26 AM,43.8555,-111.9953,34.31,83.57,12582.3,,,,
9:10:28 AM,43.8555,-111.9948,34.35,83.73,12593.2,,,,
9:10:30 AM,43.8555,-111.9944,32.81,80.52,12602.6,,,,
9:10:32 AM,43.8556,-111.9939,35.15,85.53,12611.4,,,,
9:10:34 AM,43.8556,-111.9935,36.24,81.74,12622.1,,,,
9:10:36 AM,43.8556,-111.993,37.09,79.86,12631.8,,,,
9:10:39 AM,43.8557,-111.9923,37.84,81.43,12643.8,,,,
9:10:41 AM,43.8558,-111.9918,31.89,79.44,12653.8,,,,
9:10:44 AM,43.8558,-111.9912,33.48,86.71,12668.8,,,,
9:10:47 AM,43.8558,-111.9905,36.64,86.91,12681.9,,,,
9:10:49 AM,43.8559,-111.9901,33.25,85.53,12691.1,,,,
9:10:51 AM,43.8559,-111.9896,38.83,83.6,12700.8,,,,
9:10:53 AM,43.8559,-111.9891,33.82,81.94,12711.2,,,,
9:10:56 AM,43.856,-111.9885,34.13,89.44,12729.1,,,,
9:10:58 AM,43.856,-111.988,41.11,88.3,12743.1,,,,
9:11:00 AM,43.856,-111.9875,38.37,91.2,12759.1,,,,
9:11:02 AM,43.856,-111.9869,42.83,88.24,12776,,,,
9:11:05 AM,43.856,-111.9861,46.9,83.61,12795.2,,,,
9:11:07 AM,43.8561,-111.9855,44.76,87.24,12805.2,,,,
9:11:10 AM,43.8561,-111.9846,46.63,88.39,12821.3,,,,
9:11:12 AM,43.8561,-111.984,46.64,91.34,12831.4,,,,
9:11:14 AM,43.8561,-111.9834,46.39,90.97,12839.9,,,,
9:11:17 AM,43.8561,-111.9826,43.78,84.36,12854.1,,,,
9:11:19 AM,43.8562,-111.982,40,82.9,12862.9,,,,
9:11:21 AM,43.8562,-111.9815,40.08,82.63,12869.5,,,,
9:11:23 AM,43.8563,-111.981,39.78,83.93,12876.8,,,,
9:11:26 AM,43.8563,-111.9803,38.8,87.43,12890.7,,,,
9:11:28 AM,43.8563,-111.9797,44.91,87.45,12898.4,,,,
9:11:31 AM,43.8563,-111.9789,42.95,88.94,12912.9,,,,
9:11:33 AM,43.8563,-111.9784,41.2,86.86,12919.7,,,,
9:11:36 AM,43.8564,-111.9776,42.39,86.93,12932,,,,
9:11:38 AM,43.8564,-111.977,40,92.85,12944.2,,,,
9:11:40 AM,43.8563,-111.9765,39.52,99.55,12953.7,,,,
9:11:42 AM,43.8562,-111.976,39.39,100.03,12962.4,,,,
9:11:44 AM,43.8562,-111.9755,40.36,91.16,12973.2,,,,
9:11:47 AM,43.8562,-111.9748,41.17,90.05,12986.7,,,,
9:11:49 AM,43.8562,-111.9742,41.04,91.28,12994.7,,,,
9:11:51 AM,43.8562,-111.9737,40.35,91.62,13002.2,,,,
9:11:53 AM,43.8562,-111.9732,37.7,95.28,13011.6,,,,
9:11:55 AM,43.8561,-111.9727,36.96,100.7,13019.8,,,,
9:11:58 AM,43.856,-111.972,37.9,98.22,13032.4,,,,
9:12:00 AM,43.856,-111.9715,38.69,95.05,13042,,,,
9:12:02 AM,43.856,-111.971,41.88,91.4,13049.2,,,,
9:12:04 AM,43.856,-111.9705,41.37,90.84,13057.3,,,,
9:12:06 AM,43.856,-111.97,40.49,95.78,13067.6,,,,
9:12:09 AM,43.8559,-111.9693,35.64,99,13080.4,,,,
9:12:11 AM,43.8558,-111.9688,35.95,96.66,13089.9,,,,
9:12:14 AM,43.8558,-111.9681,41.34,94.75,13100.8,,,,
9:12:16 AM,43.8558,-111.9675,41.35,94.79,13109.9,,,,
9:12:19 AM,43.8557,-111.9668,37.22,95.86,13121.6,,,,
9:12:21 AM,43.8557,-111.9663,37.73,95.61,13130.1,,,,
9:12:24 AM,43.8557,-111.9656,39.9,88.19,13144.3,,,,
9:12:26 AM,43.8557,-111.9651,41.05,86.05,13155.1,,,,
9:12:28 AM,43.8557,-111.9646,37.51,93.99,13165.2,,,,
9:12:30 AM,43.8556,-111.9641,37.02,96.83,13174.2,,,,
9:12:33 AM,43.8556,-111.9634,37.56,96.05,13184.7,,,,
9:12:35 AM,43.8556,-111.9629,38.56,94.55,13192.7,,,,
9:12:37 AM,43.8556,-111.9624,38.09,86.73,13202.5,,,,
9:12:39 AM,43.8556,-111.9619,37.64,82.56,13211,,,,
9:12:42 AM,43.8557,-111.9612,38.82,83.34,13224.3,,,,
9:12:44 AM,43.8557,-111.9607,41.85,84.36,13231.4,,,,
9:12:46 AM,43.8557,-111.9602,39.72,84.74,13240.4,,,,
9:12:48 AM,43.8558,-111.9597,37.05,90.5,13249.5,,,,
9:12:51 AM,43.8557,-111.959,35.78,92.24,13261.2,,,,
9:12:53 AM,43.8557,-111.9585,38.23,90.77,13269.3,,,,
9:12:55 AM,43.8558,-111.958,39.28,87.59,13277.8,,,,
9:12:58 AM,43.8558,-111.9572,40.75,82.32,13290.5,,,,
9:13:00 AM,43.8558,-111.9567,40.02,90.58,13299.4,,,,
9:13:02 AM,43.8558,-111.9562,40.33,93,13308.3,,,,
9:13:04 AM,43.8558,-111.9557,37.55,82.39,13316.5,,,,
9:13:06 AM,43.8559,-111.9552,35.5,86.54,13325.3,,,,
9:13:08 AM,43.8558,-111.9548,36.34,94.66,13335,,,,
9:13:11 AM,43.8558,-111.9541,38.69,94.58,13346.9,,,,
9:13:13 AM,43.8558,-111.9536,39.15,94.52,13354.2,,,,
9:13:15 AM,43.8557,-111.9531,39.45,95.17,13362.8,,,,
9:13:17 AM,43.8558,-111.9526,39.19,85.63,13370.5,,,,
9:13:19 AM,43.8558,-111.9521,37.22,88.68,13379.1,,,,
9:13:21 AM,43.8558,-111.9516,36.84,97.43,13388.7,,,,
9:13:24 AM,43.8557,-111.9509,38.05,99.78,13401,,,,
9:13:26 AM,43.8556,-111.9504,39.86,96.2,13409.2,,,,
9:13:28 AM,43.8556,-111.9499,40.59,94.24,13416.4,,,,
9:13:31 AM,43.8556,-111.9491,40.26,92.97,13431.4,,,,
9:13:33 AM,43.8555,-111.9487,34.6,95.21,13440.1,,,,
9:13:36 AM,43.8555,-111.948,34.24,97.24,13451.4,,,,
9:13:38 AM,43.8554,-111.9476,38.17,99.87,13460.5,,,,
9:13:41 AM,43.8553,-111.9468,39.95,102.46,13473,,,,
9:13:43 AM,43.8553,-111.9463,39.95,98.13,13482,,,,
9:13:45 AM,43.8552,-111.9458,39.22,90.17,13490.1,,,,
9:13:47 AM,43.8552,-111.9453,36.74,92.41,13498.6,,,,
9:13:49 AM,43.8552,-111.9449,33.61,93.04,13506.3,,,,
9:13:52 AM,43.8552,-111.9442,33.97,93.49,13519.6,,,,
9:13:54 AM,43.8551,-111.9437,40.87,99.12,13528.4,,,,
9:13:57 AM,43.855,-111.9429,41.04,99.98,13541.6,,,,
9:13:59 AM,43.855,-111.9425,38.99,98.32,13550.7,,,,
9:14:01 AM,43.8549,-111.9419,40.3,94.7,13559.3,,,,
9:14:04 AM,43.8549,-111.9412,39.37,92.05,13571.2,,,,
9:14:06 AM,43.8549,-111.9407,38.35,98.92,13581.4,,,,
9:14:09 AM,43.8548,-111.94,39.54,95.46,13594.7,,,,
9:14:11 AM,43.8548,-111.9395,38.82,89.76,13601.7,,,,
9:14:13 AM,43.8548,-111.939,38.12,91.48,13611.9,,,,
9:14:16 AM,43.8547,-111.9383,35.48,96.51,13622.4,,,,
9:14:18 AM,43.8547,-111.9378,34.78,95.71,13630.6,,,,
9:14:21 AM,43.8547,-111.9371,39.56,95.18,13644.5,,,,
9:14:23 AM,43.8546,-111.9366,41.06,92.7,13652.7,,,,
9:14:25 AM,43.8546,-111.9361,39.57,92.02,13662.9,,,,
9:14:28 AM,43.8546,-111.9355,33.08,94.32,13675.9,,,,
9:14:30 AM,43.8546,-111.935,31.39,93.53,13685.6,,,,
9:14:33 AM,43.8545,-111.9343,39.36,98.11,13697.9,,,,
9:14:35 AM,43.8544,-111.9338,38.66,98.44,13707,,,,
9:14:37 AM,43.8544,-111.9333,39.57,93.71,13714.6,,,,
9:14:40 AM,43.8544,-111.9326,39.21,92.99,13727.1,,,,
9:14:42 AM,43.8544,-111.9321,31.37,97.53,13735.5,,,,
9:14:45 AM,43.8543,-111.9315,30.76,99.25,13748.6,,,,
9:14:47 AM,43.8543,-111.9311,34.65,93.15,13758.3,,,,
9:14:49 AM,43.8543,-111.9306,38.2,92.05,13766.7,,,,
9:14:51 AM,43.8542,-111.9301,36.1,97.86,13776,,,,
9:14:54 AM,43.8541,-111.9295,33.33,102.98,13788.4,,,,
9:14:56 AM,43.8541,-111.9291,34.52,104.09,13797.5,,,,
9:14:58 AM,43.854,-111.9286,38.98,99.19,13805.7,,,,
9:15:01 AM,43.8539,-111.9278,40.53,97.58,13815.7,,,,
9:15:04 AM,43.8538,-111.9271,39.82,99.78,13827.6,,,,
9:15:07 AM,43.8538,-111.9263,39.09,98.32,13836.7,,,,
9:15:09 AM,43.8537,-111.9258,38.76,99.42,13845.4,,,,
9:15:11 AM,43.8536,-111.9254,37.84,106.37,13854.4,,,,
9:15:13 AM,43.8535,-111.9249,36.87,110.88,13863.6,,,,
9:15:15 AM,43.8534,-111.9244,38.05,103.93,13873.3,,,,
9:15:17 AM,43.8533,-111.924,38.26,99.72,13881.7,,,,
9:15:19 AM,43.8532,-111.9235,39.12,102.14,13890.9,,,,
9:15:22 AM,43.8531,-111.9228,38.13,109.57,13903.1,,,,
9:15:25 AM,43.8529,-111.9221,37.87,109.5,13915.3,,,,
9:15:27 AM,43.8528,-111.9216,39.3,101.4,13924.4,,,,
9:15:30 AM,43.8527,-111.9209,39.26,97.38,13935.4,,,,
9:15:32 AM,43.8527,-111.9204,38.24,99.15,13943.7,,,,
9:15:34 AM,43.8526,-111.9199,35.8,104.89,13951,,,,
9:15:36 AM,43.8525,-111.9195,37.16,105.06,13959.6,,,,
9:15:38 AM,43.8524,-111.919,42.19,100.08,13968.6,,,,
9:15:41 AM,43.8523,-111.9182,44.36,101.03,13979.9,,,,
9:15:43 AM,43.8522,-111.9176,43.75,103.29,13987.2,,,,
9:15:46 AM,43.8521,-111.9168,42.68,103.04,13999.8,,,,
9:15:48 AM,43.852,-111.9163,38.27,108.39,14007.4,,,,
9:15:50 AM,43.8519,-111.9159,38.49,107.07,14015,,,,
9:15:53 AM,43.8518,-111.9151,39.8,101.55,14027.3,,,,
9:15:55 AM,43.8517,-111.9146,39.88,97.4,14032.8,,,,
9:15:58 AM,43.8516,-111.9139,40.99,98.01,14043.9,,,,
9:16:00 AM,43.8515,-111.9133,40.35,102.97,14053,,,,
9:16:02 AM,43.8514,-111.9129,40.34,107.01,14060.2,,,,
9:16:04 AM,43.8513,-111.9124,40.89,103.57,14068.6,,,,
9:16:07 AM,43.8513,-111.9116,42.41,95.97,14081.3,,,,
9:16:09 AM,43.8512,-111.911,42.44,98.27,14089.8,,,,
9:16:11 AM,43.8511,-111.9105,38.15,105.75,14096.4,,,,
9:16:13 AM,43.851,-111.91,38.7,104.29,14102.5,,,,
9:16:15 AM,43.851,-111.9095,42.34,103.78,14111.1,,,,
9:16:18 AM,43.8508,-111.9087,43.37,99.2,14122.1,,,,
9:16:20 AM,43.8508,-111.9082,43.32,97,14131.2,,,,
9:16:22 AM,43.8507,-111.9076,41.35,108.46,14140.8,,,,
9:16:25 AM,43.8505,-111.9069,39.04,109.92,14154.7,,,,
9:16:28 AM,43.8503,-111.9062,39.31,109.97,14173.3,,,,
9:16:30 AM,43.8502,-111.9058,33.09,111.2,14186.6,,,,
9:16:33 AM,43.85,-111.9052,31.66,109.47,14204.9,,,,
9:16:35 AM,43.8499,-111.9048,33.41,111.61,14215,,,,
9:16:37 AM,43.8498,-111.9044,39.5,110.32,14225.8,,,,
9:16:40 AM,43.8496,-111.9037,42.04,111.27,14238.8,,,,
9:16:42 AM,43.8495,-111.9032,41.25,108.23,14247.7,,,,
9:16:44 AM,43.8494,-111.9027,41.27,100.32,14256.1,,,,
9:16:46 AM,43.8494,-111.9021,37.91,107.44,14264.8,,,,
9:16:49 AM,43.8492,-111.9015,34.45,111.25,14276.6,,,,
9:16:52 AM,43.849,-111.9008,37.99,111.51,14286.8,,,,
9:16:54 AM,43.8489,-111.9004,37.74,112.38,14293.6,,,,
9:16:56 AM,43.8487,-111.8999,37.75,108.25,14303.3,,,,
9:16:59 AM,43.8486,-111.8991,42.86,102.44,14316.1,,,,
9:17:01 AM,43.8485,-111.8987,38.98,104.05,14325.2,,,,
9:17:04 AM,43.8483,-111.898,35.63,111.4,14335.8,,,,
9:17:06 AM,43.8482,-111.8976,36.06,111.28,14344.1,,,,
9:17:08 AM,43.8481,-111.8971,40.18,105.87,14352.6,,,,
9:17:11 AM,43.848,-111.8964,41.53,105.7,14366.3,,,,
9:17:13 AM,43.8479,-111.8959,34.9,106.04,14376.1,,,,
9:17:16 AM,43.8477,-111.8953,34.71,107.88,14390.1,,,,
9:17:18 AM,43.8476,-111.8948,39.88,107.93,14398.9,,,,
9:17:20 AM,43.8475,-111.8944,34.79,115.86,14407.2,,,,
9:17:22 AM,43.8474,-111.894,35.34,114.27,14415.1,,,,
9:17:25 AM,43.8472,-111.8933,35.7,106.44,14426.9,,,,
9:17:28 AM,43.847,-111.8927,34.11,114.13,14439.4,,,,
9:17:30 AM,43.8469,-111.8923,38.36,114.11,14448.3,,,,
9:17:32 AM,43.8467,-111.8918,36.93,110.37,14455.8,,,,
9:17:34 AM,43.8466,-111.8915,32.8,116.85,14464.4,,,,
9:17:36 AM,43.8465,-111.8911,30.63,111.84,14472.1,,,,
9:17:39 AM,43.8463,-111.8905,29.66,109.69,14483.9,,,,
9:17:41 AM,43.8462,-111.8902,33.7,115.56,14493.3,,,,
9:17:43 AM,43.8461,-111.8897,37.64,110.23,14501.4,,,,
9:17:46 AM,43.8459,-111.8891,36.2,111.61,14513.7,,,,
9:17:48 AM,43.8458,-111.8887,32.73,109.91,14523.9,,,,
9:17:50 AM,43.8457,-111.8883,32.01,102.83,14532.7,,,,
9:17:53 AM,43.8456,-111.8877,32.48,109.67,14545.3,,,,
9:17:55 AM,43.8455,-111.8873,32.88,106.11,14553.7,,,,
9:17:57 AM,43.8454,-111.8869,35.95,106.52,14562.6,,,,
9:18:00 AM,43.8452,-111.8862,35.6,109.61,14576,,,,
9:18:02 AM,43.8452,-111.8858,33.03,103.3,14583.5,,,,
9:18:04 AM,43.8451,-111.8854,34.22,100.78,14592.8,,,,
