0,43,57,34.00
0,43,57,34.00
0,43,58,34.00
0,43,58,34.00
0,43,59,34.00
0,43,59,34.00
0,44,0,34.00
0,44,0,34.00
0,44,1,34.00
0,44,1,34.00
0,44,2,34.00
0,44,2,34.00
0,44,3,34.00
0,44,3,34.00
0,44,4,34.00
0,44,4,34.00
0,44,5,34.00
0,44,5,32.00
0,44,6,32.00
0,44,6,32.00
0,44,7,32.00
0,44,7,32.00
0,44,8,32.00
0,44,8,32.00
0,44,9,27.00
0,44,9,27.00
0,44,10,27.00
0,44,10,25.00
0,44,11,25.00
0,44,11,25.00
0,44,12,21.00
0,44,12,21.00
0,44,13,21.00
0,44,13,21.00
0,44,14,19.00
0,44,14,19.00
0,44,15,19.00
0,44,15,10.00
0,44,16,10.00
0,44,16,10.00
0,44,17,16.00
0,44,17,16.00
0,44,18,16.00
0,44,18,16.00
0,44,19,25.00
0,44,19,25.00
0,44,20,25.00
0,44,20,25.00
0,44,21,25.00
0,44,21,25.00
0,44,22,25.00
0,44,22,25.00
0,44,23,25.00
0,44,23,25.00
0,44,24,25.00
0,44,24,25.00
0,44,25,25.00
0,44,25,23.00
0,44,26,23.00
0,44,26,23.00
0,44,27,23.00
0,44,27,23.00
0,44,28,23.00
0,44,28,23.00
0,44,29,29.00
0,44,29,29.00
0,44,30,29.00
0,44,30,31.00
0,44,31,31.00
0,44,31,31.00
0,44,32,31.00
0,44,33,31.00
0,44,33,31.00
0,44,34,31.00
0,44,34,25.00
0,44,35,25.00
0,44,35,25.00
0,44,36,22.00
0,44,36,22.00
0,44,37,22.00
0,44,37,22.00
0,44,38,18.00
0,44,38,18.00
0,44,39,18.00
0,44,39,18.00
0,44,40,18.00
0,44,40,18.00
0,44,41,22.00
0,44,41,22.00
0,44,42,22.00
0,44,42,22.00
0,44,43,24.00
0,44,43,24.00
0,44,44,24.00
0,44,44,28.00
0,44,45,28.00
0,44,45,28.00
0,44,46,22.00
0,44,46,22.00
0,44,47,22.00
0,44,47,22.00
0,44,48,20.00
0,44,48,20.00
0,44,49,20.00
0,44,49,24.00
0,44,50,24.00
0,44,50,24.00
0,44,51,24.00
0,44,51,24.00
0,44,52,24.00
0,44,52,24.00
0,44,53,27.00
0,44,53,27.00
0,44,54,27.00
0,44,54,27.00
0,44,55,27.00
0,44,55,27.00
0,44,56,29.00
0,44,56,29.00
0,44,57,29.00
