0,58,26,4.00
0,58,26,4.00
0,58,27,4.00
0,58,27,4.00
0,58,28,4.00
0,58,28,4.00
0,58,29,4.00
0,58,29,2.00
0,58,30,2.00
0,58,30,2.00
0,58,31,4.00
0,58,31,4.00
0,58,32,4.00
0,58,32,4.00
0,58,33,4.00
0,58,33,4.00
0,58,34,4.00
0,58,34,4.00
0,58,35,4.00
0,58,35,4.00
0,58,36,4.00
0,58,36,4.00
0,58,37,4.00
0,58,37,4.00
0,58,38,4.00
0,58,38,4.00
0,58,39,4.00
0,58,39,4.00
0,58,40,4.00
0,58,40,4.00
0,58,41,4.00
0,58,41,4.00
0,58,42,4.00
0,58,42,4.00
0,58,43,4.00
0,58,43,4.00
0,58,44,4.00
0,58,44,8.00
0,58,45,8.00
0,58,45,8.00
0,58,46,8.00
0,58,46,8.00
0,58,47,8.00
0,58,47,6.00
0,58,48,6.00
0,58,48,6.00
0,58,49,6.00
0,58,49,8.00
0,58,50,8.00
0,58,50,8.00
0,58,51,8.00
0,58,51,8.00
0,58,52,8.00
0,58,52,8.00
0,58,53,8.00
0,58,53,8.00
0,58,54,8.00
0,58,54,8.00
0,58,55,8.00
0,58,55,8.00
0,58,56,10.00
0,58,56,10.00
0,58,57,10.00
0,58,57,8.00
0,58,58,8.00
0,58,58,8.00
0,58,59,8.00
0,58,59,8.00
0,59,0,8.00
0,59,0,8.00
0,59,1,4.00
0,59,1,4.00
0,59,2,4.00
0,59,2,4.00
0,59,3,4.00
0,59,3,4.00
0,59,4,4.00
0,59,4,4.00
0,59,5,4.00
0,59,5,4.00
0,59,6,6.00
0,59,7,6.00
0,59,7,6.00
0,59,8,8.00
0,59,8,8.00
0,59,9,8.00
0,59,9,8.00
0,59,10,8.00
0,59,10,8.00
0,59,11,8.00
0,59,11,8.00
0,59,12,8.00
0,59,12,8.00
0,59,13,8.00
0,59,13,8.00
0,59,14,8.00
0,59,14,8.00
0,59,15,8.00
0,59,15,8.00
0,59,16,8.00
0,59,16,12.00
0,59,17,12.00
0,59,17,12.00
0,59,18,12.00
0,59,18,12.00
0,59,19,12.00
0,59,19,12.00
0,59,20,12.00
0,59,20,12.00
0,59,21,12.00
0,59,21,12.00
0,59,22,12.00
0,59,22,12.00
0,59,23,8.00
0,59,23,8.00
0,59,24,8.00
0,59,24,8.00
0,59,25,6.00
0,59,25,6.00
0,59,26,6.00
